	Kingdom	Phylum	Class	Order	Family	Genus	Species
5449a75c080f5f49b66404ab3d9f59c4	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome
6498eef6cae663b9d72ba7a75e991b90	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unclassified
07980772392a5ffc71f72c621001db6e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MM2	Unclassified
b49a68249d769cf52ee1f12f182be4ec	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_bacterium
4d4569919843f1c63f21cba44b08d06d	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unclassified
a49879f80d879d14bbeb226908ca87ac	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified
4b9597ceb59c7d303e1bca22e0c0e61a	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_bacterium
670961077e4d0b41b0cc7da185c42565	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
7bd8dfa8191cdd971876d532a82ac86f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Unclassified
8735f92a7f18db944bc862777fbd3222	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
27bee20ad27f13eff7a1716f60c46413	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
f0cb13aaf105f4de3e56ac7c65e24bf9	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	Unclassified
987869ff61a2f9aa291a016392a0b72d	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unclassified	Unclassified
efb142e794999c886c3aca057deb79fa	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_Bacteroidetes
f835700a5c271b33adcb1ac443c6ac93	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes
d527e5cab104e3ec84d5a30d9e49f250	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Unclassified
6af94d0cd6225cf56d49a90fa446b68b	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unclassified
ca610b0998be7b11bd2c49dfc4dbd642	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
fe88935f951ec64f9ed577cb297f985c	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unclassified
c681271e680157d487bc570cbeff59e8	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
16d46537c8bd6defb6c4c5f16b0004b5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Unclassified
48cbcfc08d9024dafffb2c485575c59e	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Oscillatoria_SAG_1459-8	uncultured_bacterium
dcece32e6721f47a5d0849ec92f722a4	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	Unclassified
e1853bf0594fadf01e5600b12fa24a07	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	Unclassified
2c89ec929fb40576d230b94528fea531	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Unclassified
c928b24f1269a436a1291965ffd6f1e3	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	uncultured_bacterium
98bad1ae4a7478e92a5b345fa98f1377	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
49510dab0980f958e541dcb90d51b876	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	Unclassified
43e7568ca9f141c79b1104cc520c679f	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	agricultural_soil
62372b5d13d788a207859c34cffd7e50	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_bacterium
5097b9a0d9a5471b50be36d6a56ef83e	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Unclassified
16dedc79dc6331305afc61a06e0a39e9	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	Unclassified
0cfd55fed74a48ce7d0c0afd19aeaa6f	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_Chloroflexi
ce2de9f6b5ce0e7c3431ae78037ba327	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_Rubrobacteria
57830e5be12e987d05b95d88a99f1b12	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
b86416ff18fbde4dfe777fd0b97bc8bd	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	Unclassified
d80e00d4de223fcfffbb6defe9e54eaf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
11c2c51fb3829e89892f175585d38e6f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
580081b426c46ce0c1c7e1c365e7621a	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	uncultured_bacterium
456e352ae401ad7759542a1bea5f2db9	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unclassified
d8c62be96f8a309aa22114594ba92b3f	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	metagenome
0120687216806e6cc98f80f2e7b76f24	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	Unclassified
61f03dd34f2ccc0e757246be4e79c7b9	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome
a1bd51e6e497fde182259644a294aea3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	Unclassified
3a66a38841ba6877568198b9dac3a1dc	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
bcc6da5f621cbdfc1f0c9becbac6cdff	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Unclassified
56bc2004365e0a84b7a7fd2126e0e4b3	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_bacterium
a9dd069db7078863d46942f02040ae56	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
3da7599ca7c455b173ed5c6f42f9357b	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_subdivision
2f60298bee42903d8a0cb1734c5540b8	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	uncultured_bacterium
f8e966fd6a44aecf3991a7dd167fca57	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unclassified
b31861ee40325d53d3c53be694b3d629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Unclassified
7ad649d7aea6a3624a9e063f88ef7d69	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
315b2bad636af3207906063d89fc67b8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	uncultured_bacterium
ffa31a3700f9548aa83f7acaa113d1e8	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_Chitinophagaceae
90e7b4451e2a2ecbf16c66960e1c18cc	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales	Oligoflexus	uncultured_bacterium
7f625400e357bbd3023e39ec8583b464	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	Unclassified
0a61ff07a77192889c4b9b2898b7c37c	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
2f34bd1b73d0c579e4f74fa84d694020	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13	uncultured_Sphingobacteriales
67af03266bed61d80e20b69dd59aa00f	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	metagenome
2aea44474c2f1ca1470e1c93692cd4e6	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
0ad00a5ccfab53b5e8c148227ac5cce2	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	uncultured_bacterium
e31bea2be69de512c109fcfcad34d89b	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	Unclassified
bc95fd0358f5472c07957a4a342bdeaa	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_bacterium
9987cf4dc7cee2a7be86de9530c656a6	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_Chloroflexi
e156895647cb8038db06cdeac4104af7	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria
91dde25ce58dfd6c3b64489270ade5c3	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified
20785c5e14080db73078fd94a0c0a62d	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	Unclassified
25bee06e9f26ee749b6bd48ef93b6a8e	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
15fb2aeb2f0c1e73efe4abbda23067ba	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	metagenome
8203de1dfd90490229c32073ea87299c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
829032ee963aaacb5b89dd80d4e30c32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum	uncultured_bacterium
333af0aa07701c89236b317bd8d4e553	Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	Unclassified
61f8645e9c98955c938c073484ea68e6	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	URHD0088	uncultured_bacterium
837c4c652b5f5cd8609f6b7b2639cbee	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
041c65ddeadb73ea739a35d6ce800f4e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_Verrucomicrobia
c106be34331057dfae80dd9db9ff0073	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	uncultured_Gemmatimonadetes
209c1511c7ca0e943da2606462614b95	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Unclassified
9165db73fa6097e03590072d0842ca29	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	Unclassified
06b74b04bbc526937a9388d1f2e21cbc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	metagenome
6e105f3f79341d4c6ac024b928786898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	uncultured_bacterium
eea13d94a260c6a4c38e783eb79c68d0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
52238a79137c09e5bb2ffe585aa9baaa	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	Unclassified
408f1bd9182717c3370c7887f4267472	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
e3b6d4b9fbbf806a4e70802f58fd9fb5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	uncultured_Rubrobacterales
c4f205c26cb0ea5524a7692394ce4bff	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	Unclassified
c37e7e03a26fbfce94680b5fe323d0d7	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
34dad192b776e361809cc560b3ec543c	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
7b578895875774a641054b390e77197c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unclassified
52f2be5110559efbce1c0541775687af	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	uncultured_bacterium
a59586c054bb1b3d871fd69725e0ad11	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_bacterium
0875c0fca24559633b7c4ae45ebe4893	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
61868daf956126138a5bed750251ede4	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_bacterium
525a9c0735fca04fa60bfe1c478c34c3	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unclassified
8944a1a226dbe975b23ffe2f1449b09f	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_gamma
93bdb475c01906a9a636762c69ab7f88	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified
8403b6dbf52ec50c0a7b83ee636cd6e9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	Unclassified
40f21921cdffeedf8634cfa2da8ef294	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	uncultured_soil
ba8955d59a40e8ec83577e692ffa7d92	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_bacterium
3fced900752e0b649bb04af6a9800721	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	uncultured_bacterium
f9d2bd71938a829a4d43aed3a2bc5787	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_bacterium
065caf177c9bbca39283b882486de188	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured_Verrucomicrobia
57e247298bfda3d5ad2d5192b1662cc0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	Unclassified
65e3e0ed88c604ede04da11fd5115cf9	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
42962f0ed722e3292b391df3894ebc61	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
bafd36d2397b8cd5489bcd049fd18364	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	Unclassified
1091abcc791ccaeeee24e11c20629b85	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Unclassified	Unclassified
48c64e497013d854e8f97224914192a3	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
07470ef813c085a6b6a77eda409e40e9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	metagenome
3b85dc79386362e93f5385a08f99dbb2	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	Unclassified
105cef72a5306e27df8768e2e3eb81c6	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_04	uncultured_bacterium
e88d3026a8c7b4bde89462fc0d651563	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
900aa7f2906c278f3a2e839f10b47375	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	Unclassified
bea8662be94f825a31572c804e95abb6	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
f93fbfebc6d734c756036461fccf9d06	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
f4be2f08546d37a21f58a82ff64fa989	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_anaerobic
c3b9e67755c1877b5055fcf237ee8a2c	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
f0709f171b589606c85046e0d3d661c6	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	uncultured_bacterium
882992e16dfcfe581ae3cbc4b3f4a373	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Unclassified
7404d2d31e220dc84bb19f441d24b7ce	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadales
a8ffeda1883187d52ab6a53cf0d7050c	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unclassified	Unclassified
23dd3ddcb8dfc1dc043713b988712ed0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323	uncultured_bacterium
89f4726a954b6253036dd825808d0069	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_Es-Yyy1000	Leptolyngbya_cf.
93f110f227e2341344f923b5f6cd6af1	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
0ab25b517ef52f4bf414661f7a6d5e9b	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	uncultured_bacterium
942dbb2ecd2298ca8fd29699296a35ee	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified
c1d2e35608d3749dfb0bdfc1662c4873	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
cff104eb522cbbaaaf2669069c5f944b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
1665ef3dc19ce6174ee79ad36af889c2	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group	uncultured_Bacteroidetes
e934de394d66c2b06ec85ba363b1f37a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	Unclassified
523b78a8cb8d67c153ad36b78fce5133	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
36330d040146f33cc48aa8a9105b0bc0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unclassified
faa1a2ee4ed2c921739cb9a63880a9de	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
d154ec4fd70d92dfbf4cf0cb8b5fd699	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	uncultured_bacterium
f45b4cdf75020fdf298fe38e86bf0592	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
d6199c9d0c86246c7ba6f0dfb44abe4d	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	uncultured_bacterium
374376f9ea2e2374421fbeab9bfa0500	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_bacterium
4240cbdefb886ef8e0b16e50862861b4	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	metagenome
a57e8133deb4fc1a6cbeaac02d482d8f	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
8c20663aa99cd5d00dc01949d4b6f8a0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
e921e545e3e42c795f12a215f520b1e2	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	uncultured_bacterium
1d2628b2646b5a1bc5b699b19b7f9b1d	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	Unclassified
be0677bc4b6179f7911f62186f43cfaf	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Unclassified
a1429d5b6762aee13e0f0da181a871a0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
a65e1d36b2466ac224ab4958354c6d3d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Unclassified
3c0d508c6ee57c44302d651b5e772b05	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
86e14dd85367bf944f87fb172a7697ea	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
31d0e02fe7dea959901edd22ed875e11	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	uncultured_bacterium
5f4babc7dd1280317439a2f6c0fd31ad	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	metagenome
9ef55f239b70640b59b47573b2bf3b52	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	uncultured_Bacteroidetes
44b067296f57b022de48ef19b9e0a82e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_Blastochloris
b917c9c9dd1688e40ae186561814cc88	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
22528e3f6c75d804e65ea092576f36d1	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
a085283a90a7f04df0b63f104292d9a1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unclassified
c2f61920313633d738ace6d7014876db	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
6a2ea19b884c6522c44f80477eab0712	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
90af6ea2ff9602e8700d7ce624d08164	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	Unclassified
55c46abdb3a58e1f02e754e1a0dfc69c	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_pectinilyticus
9af5372058f5a2f86b5b945b62f46feb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
a12635a7733612ceda805067e0d5b18b	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
8cc077b4dbd8d3b90fdc6a041846c9f2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified
26a4c864b28939902ae8bb1a237da682	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	Unclassified
151f25319c8715bb49632a77fb021ad5	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified
